X,Y,FID,C_Date,C_Time,C_Day,County,RdwyID,MilePost,SSO_Lat,SSO_Long,P_TypeCD,P_Type,P_GenCD,P_Gender,P_Age,P_InjCD,P_Injury,P_LocCD,P_Locate,PreActCD,PrAction,ActCirCD,P_ActCir,SpctRxCD,SpctDrug
-9185434.319,3159277.77,275,5/1/2018 7:09,7:09 AM,2: Mon,Sarasota,17000000,0,27.286222,-82.514157,3,Bicyclist,1,Male,64,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9190707.525,3190806.989,276,5/29/2018 15:12,3:12 PM,2: Mon,Manatee,13000000,0,27.537652,-82.561527,3,Bicyclist,0,N/A,49,4,Serious (Incapacitating),77,Other,10,None,1,No improper action,1,No
-9181574.771,3185096.849,277,3/27/2018 20:22,8:22 PM,2: Mon,Manatee,13050000,5.926,27.4921589,-82.4794861,1,Pedestrian,2,Female,25,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-9061919.98,3299381.534,278,4/5/2018 9:23,9:23 AM,4: Wed,Orange,75010000,3.522,28.3990674,-81.4046091,1,Pedestrian,1,Male,33,5,Fatal,8,Sidewalk,7,Adjacent to roadway (shoulder median),1,No improper action,88,Unknown
-9057604.578,3306967.237,279,4/24/2018 7:34,7:34 AM,2: Mon,Orange,75040000,8.167,28.4589933,-81.3658432,3,Bicyclist,1,Male,49,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-9193056.233,3181356.101,280,3/21/2018 17:45,5:45 PM,3: Tue,Manatee,13040000,7.349,27.4623459,-82.5826258,1,Pedestrian,2,Female,12,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9192236.788,3181386.01,281,5/9/2018 0:15,12:15 AM,3: Tue,Manatee,13010000,5.275,27.4625843,-82.5752646,3,Bicyclist,1,Male,54,4,Serious (Incapacitating),9,Median/crossing island,1,Crossing roadway,12,Wrong-way riding/walking,1,No
-8946987.761,2944599.636,282,5/10/2018 7:35,7:35 AM,4: Wed,Miami-Dade,87015000,1.915,25.5592928,-80.3721558,1,Pedestrian,1,Male,45,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8952508.085,2940412.053,283,5/12/2018 10:35,10:35 AM,6: Fri,Miami-Dade,87020000,7.387,25.5253516,-80.4217457,3,Bicyclist,1,Male,50,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9606437.641,3553469.707,284,6/19/2018 4:15,4:15 AM,2: Mon,Walton,60000000,0,30.387591,-86.296093,1,Pedestrian,1,Male,24,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-9587097.232,3566471.18,285,6/30/2018 10:13,10:13 AM,6: Fri,Walton,60040000,9.476,30.4882884,-86.1223552,3,Bicyclist,1,Male,52,4,Serious (Incapacitating),6,Bicycle lane,10,None,1,No improper action,1,No
-9057888.643,3302961.397,286,4/2/2018 10:34,10:34 AM,1: Sun,Orange,75000000,0,28.427352,-81.368395,3,Bicyclist,1,Male,54,4,Serious (Incapacitating),7,Shoulder/roadside,7,Adjacent to roadway (shoulder median),1,No improper action,1,No
-9051050.787,3323060.923,287,4/26/2018 12:25,12:25 PM,4: Wed,Orange,75003000,9.338,28.5860185,-81.3069695,1,Pedestrian,2,Female,64,4,Serious (Incapacitating),7,Shoulder/roadside,7,Adjacent to roadway (shoulder median),1,No improper action,1,No
-9051871.269,3368425.705,288,5/21/2018 20:50,8:50 PM,1: Sun,Volusia,79000000,0,28.94325,-81.31434,3,Bicyclist,1,Male,43,4,Serious (Incapacitating),5,Travel lane (other location),77,Other,8,"Inattentive (talking, eating, etc)",1,No
-9011968.118,3391971.57,289,5/28/2018 13:50,1:50 PM,1: Sun,Volusia,79000000,0,29.128182,-80.955884,1,Pedestrian,2,Female,23,4,Serious (Incapacitating),4,Midblock (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-9053853.102,3387701.859,290,6/1/2018 0:45,12:45 AM,5: Thr,Volusia,79050000,3.44,29.0946718,-81.3321431,1,Pedestrian,1,Male,31,5,Fatal,5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",2,Yes
-9080225.574,3308938.065,291,4/7/2018 7:15,7:15 AM,6: Fri,Orange,75000000,0,28.474557,-81.569051,3,Bicyclist,2,Female,51,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-9073459.907,3297729.11,292,4/30/2018 1:30,1:30 AM,1: Sun,Orange,75000000,0,28.386009,-81.508274,1,Pedestrian,1,Male,23,4,Serious (Incapacitating),1,Intersection (marked crosswalk),6,"In roadway, other (working, playing, etc)",77,Other,1,No
-9031270.053,3319836.165,293,5/29/2018 10:35,10:35 AM,2: Mon,Orange,75060000,16.538,28.5605782,-81.1292762,3,Bicyclist,1,Male,38,4,Serious (Incapacitating),5,Travel lane (other location),4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),3,Failure to yield right-of-way,1,No
-9037953.302,3436319.364,294,4/8/2018 21:00,9:00 PM,7: Sat,Flagler,73020000,4.395,29.4755922,-81.1893128,1,Pedestrian,1,Male,69,4,Serious (Incapacitating),4,Midblock (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-9077611.851,3436743.656,295,6/25/2018 22:40,10:40 PM,1: Sun,Putnam,76010000,8.803,29.4789103,-81.5455715,3,Bicyclist,1,Male,52,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),77,Other,88,Unknown
-9203836.25,3226026.522,296,4/8/2018 22:00,10:00 PM,7: Sat,Pinellas,15150000,7.664,27.8178316,-82.6794643,1,Pedestrian,1,Male,79,5,Fatal,9,Median/crossing island,1,Crossing roadway,2,Dart/dash,1,No
-9060430.068,3307767.971,297,4/3/2018 21:00,9:00 PM,2: Mon,Orange,75000000,0,28.465317,-81.391225,1,Pedestrian,1,Male,57,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9060178.793,3504728.615,298,9/20/2018 3:37,3:37 AM,4: Wed,St Johns,78020000,7.526,30.0091643,-81.3889677,1,Pedestrian,1,Male,23,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown
-9056515.484,3305961.869,299,4/19/2018 21:08,9:08 PM,4: Wed,Orange,75002000,7.334,28.451053,-81.3560597,1,Pedestrian,1,Male,57,5,Fatal,77,Other,1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No
-8945228.802,2984118.759,300,4/1/2018 10:40,10:40 AM,7: Sat,Miami-Dade,87090000,7.513,25.8791285,-80.3563548,3,Bicyclist,1,Male,72,5,Fatal,7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),77,Other,1,No
-9721057.052,3567207.709,301,4/25/2018 21:15,9:15 PM,3: Tue,Escambia,48020000,5.945,30.4939898,-87.3257364,1,Pedestrian,2,Female,33,5,Fatal,5,Travel lane (other location),77,Other,6,"Disabled vehicle related (working on, pushing, leaving/approaching)",1,No
-9721057.052,3567207.709,302,4/25/2018 21:15,9:15 PM,3: Tue,Escambia,48020000,5.945,30.4939898,-87.3257364,1,Pedestrian,1,Male,21,5,Fatal,5,Travel lane (other location),77,Other,6,"Disabled vehicle related (working on, pushing, leaving/approaching)",1,No
-9175552.807,3133760.998,303,4/15/2018 1:58,1:58 AM,7: Sat,Sarasota,17180000,0.565,27.0823205,-82.4253899,3,Bicyclist,1,Male,74,5,Fatal,5,Travel lane (other location),4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,1,No
-9190424.662,3178031.784,304,5/16/2018 20:45,8:45 PM,3: Tue,Manatee,13000000,0,27.435845,-82.558986,3,Bicyclist,1,Male,47,5,Fatal,77,Other,1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",2,Yes
-9112543.965,3147563.26,305,4/22/2018 20:23,8:23 PM,7: Sat,De Soto,4000000,0,27.192659,-81.859372,3,Bicyclist,1,Male,28,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),9,"Not visible (dark clothing, no lighting, etc)",1,No
-9112543.965,3147563.26,306,4/22/2018 20:23,8:23 PM,7: Sat,De Soto,4000000,0,27.192659,-81.859372,1,Pedestrian,1,Male,32,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,1,No
-9109681.829,3158640.854,307,4/27/2018 0:45,12:45 AM,5: Thr,De Soto,4000000,0,27.281137,-81.833661,3,Bicyclist,1,Male,26,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-9052924.79,3153218.523,308,9/12/2018 20:30,8:30 PM,3: Tue,Highlands,9000000,0,27.237837,-81.323804,1,Pedestrian,2,Female,18,4,Serious (Incapacitating),7,Shoulder/roadside,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),1,No improper action,1,No
-9121946.612,3135361.643,309,10/6/2018 21:15,9:15 PM,6: Fri,De Soto,4020000,4.46,27.095122,-81.9438374,1,Pedestrian,1,Male,25,4,Serious (Incapacitating),88,Unknown,88,Unknown,1,No improper action,1,No
-9121946.612,3135361.643,310,10/6/2018 21:15,9:15 PM,6: Fri,De Soto,4020000,4.46,27.095122,-81.9438374,1,Pedestrian,1,Male,21,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",1,No improper action,1,No
-9192200.342,3185193.452,311,7/8/2018 1:53,1:53 AM,7: Sat,Manatee,13010000,7.369,27.4929287,-82.5749372,1,Pedestrian,1,Male,42,4,Serious (Incapacitating),7,Shoulder/roadside,1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9205334.422,3235991.252,312,4/9/2018 19:39,7:39 PM,1: Sun,Pinellas,15030017,0.208,27.8969727,-82.6929226,1,Pedestrian,1,Male,23,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-9217675.349,3230157.582,313,4/13/2018 16:11,4:11 PM,5: Thr,Pinellas,15000000,0,27.850648,-82.803783,1,Pedestrian,1,Male,55,4,Serious (Incapacitating),6,Bicycle lane,77,Other,1,No improper action,1,No
-9215799.459,3232001.583,314,4/16/2018 15:56,3:56 PM,1: Sun,Pinellas,15010000,13.518,27.8652932,-82.7869316,1,Pedestrian,1,Male,55,4,Serious (Incapacitating),6,Bicycle lane,5,Walking/cycling on sidewalk,1,No improper action,1,No
-9208500.539,3238409.084,315,4/19/2018 23:38,11:38 PM,4: Wed,Pinellas,15030000,4.061,27.9161667,-82.7213643,1,Pedestrian,1,Male,46,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No
-9213055.477,3231098.111,316,4/30/2018 4:35,4:35 AM,1: Sun,Pinellas,15000000,0,27.858118,-82.762282,3,Bicyclist,1,Male,29,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-9206125.392,3226443.569,317,5/3/2018 1:33,1:33 AM,4: Wed,Pinellas,15000000,0,27.821145,-82.700028,1,Pedestrian,2,Female,24,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No
-9042419.838,3301388.434,318,6/10/2018 9:32,9:32 AM,7: Sat,Orange,75301039,0.376,28.4149249,-81.2294364,3,Bicyclist,1,Male,56,4,Serious (Incapacitating),1,Intersection (marked crosswalk),77,Other,88,Unknown,1,No
-9048780.559,3324510.108,319,6/11/2018 7:57,7:57 AM,1: Sun,Orange,75200000,8.444,28.5974492,-81.2865757,3,Bicyclist,1,Male,36,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9147235.555,3409239.29,320,7/3/2018 15:26,3:26 PM,2: Mon,Marion,36180001,0.457,29.2635938,-82.1710117,1,Pedestrian,1,Male,37,4,Serious (Incapacitating),77,Other,77,Other,1,No improper action,1,No
-9071126.538,3278418.7,321,6/9/2018 4:46,4:46 AM,6: Fri,Osceola,92000000,0,28.233288,-81.487313,1,Pedestrian,1,Male,28,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-9201082.97,3487196.719,322,7/7/2018 21:30,9:30 PM,6: Fri,Columbia,29050000,2.548,29.8726915,-82.6547311,1,Pedestrian,1,Male,53,4,Serious (Incapacitating),77,Other,77,Other,1,No improper action,1,No
-9193659.474,3181357.719,323,4/14/2018 10:27,10:27 AM,6: Fri,Manatee,13040000,7.014,27.4623588,-82.5880448,3,Bicyclist,2,Female,60,4,Serious (Incapacitating),10,Driveway access,5,Walking/cycling on sidewalk,1,No improper action,1,No
-9189043.888,3179518.834,324,4/15/2018 12:04,12:04 PM,7: Sat,Manatee,13160000,0.006,27.4477003,-82.5465823,3,Bicyclist,1,Male,56,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,77,Other,1,No
-9204296.744,3177618.698,325,5/8/2018 6:00,6:00 AM,2: Mon,Manatee,13080000,3.969,27.4325515,-82.683601,1,Pedestrian,1,Male,85,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9396834.846,3541830.621,326,4/30/2018 3:30,3:30 AM,1: Sun,Wakulla,59100000,0.566,30.2973572,-84.4131996,1,Pedestrian,1,Male,48,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",2,Yes
-9174104.117,3130553.097,327,5/23/2018 20:18,8:18 PM,3: Tue,Sarasota,17010000,13.396,27.0566602,-82.4123761,3,Bicyclist,1,Male,19,5,Fatal,11,Shared-use path/trail,1,Crossing roadway,1,No improper action,1,No
-9210545.947,3274137.239,328,4/12/2018 16:47,4:47 PM,4: Wed,Pasco,14030000,1.802,28.1993974,-82.7397385,3,Bicyclist,1,Male,10,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-9204209.93,3296334.326,329,5/25/2018 5:50,5:50 AM,5: Thr,Pasco,14030000,14.818,28.3749854,-82.6828211,1,Pedestrian,2,Female,45,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes
-9201430.715,3296678.035,330,6/4/2018 18:00,6:00 PM,1: Sun,Pasco,14000000,0,28.377702,-82.657855,1,Pedestrian,1,Male,21,5,Fatal,7,Shoulder/roadside,7,Adjacent to roadway (shoulder median),1,No improper action,1,No
-9083428.908,3439000.033,331,8/3/2018 22:50,10:50 PM,5: Thr,Putnam,76000000,0,29.496554,-81.597827,1,Pedestrian,1,Male,22,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9086027.296,3065251.728,332,6/22/2018 3:28,3:28 AM,5: Thr,Lee,12070000,17.877,26.5330376,-81.6211688,1,Pedestrian,2,Female,35,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",3,Failure to yield right-of-way,88,Unknown
-9164266.68,3241328.187,333,5/30/2018 23:18,11:18 PM,3: Tue,Hillsborough,10110000,7.071,27.9393355,-82.3240049,1,Pedestrian,1,Male,49,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-8939448.324,2966087.659,334,7/9/2018 22:20,10:20 PM,1: Sun,Miami-Dade,87044000,5.105,25.7333061,-80.3044279,1,Pedestrian,1,Male,58,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,77,Other,1,No
-9035237.941,3446587.038,335,8/8/2018 8:43,8:43 AM,3: Tue,Flagler,73030000,9.638,29.5558579,-81.1649203,3,Bicyclist,2,Female,84,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9082342.597,3456314.803,336,9/1/2018 21:29,9:29 PM,6: Fri,Putnam,76010000,25.421,29.6318442,-81.5880685,1,Pedestrian,1,Male,26,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-9061044.196,3310089.24,337,6/17/2018 11:00,11:00 AM,7: Sat,Orange,75010000,9.4,28.4836468,-81.3967418,3,Bicyclist,1,Male,18,4,Serious (Incapacitating),1,Intersection (marked crosswalk),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-9024471.082,3385295.751,338,5/18/2018 4:28,4:28 AM,5: Thr,Volusia,79000000,0,29.075783,-81.0682,1,Pedestrian,1,Male,59,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),9,"Not visible (dark clothing, no lighting, etc)",88,Unknown
-9024486.332,3386217.696,339,7/22/2018 10:27,10:27 AM,7: Sat,Volusia,79000000,0,29.083021,-81.068337,3,Bicyclist,1,Male,39,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),3,Failure to yield right-of-way,1,No
-9033628.78,3316948.243,340,4/27/2018 19:20,7:20 PM,5: Thr,Orange,75000229,0,28.53779,-81.150465,3,Bicyclist,1,Male,48,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No
-9065468.723,3294034.34,341,4/29/2018 20:00,8:00 PM,7: Sat,Orange,75000000,0,28.356805,-81.436488,3,Bicyclist,2,Female,52,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No
-9042364.468,3320943.028,342,5/1/2018 17:00,5:00 PM,2: Mon,Orange,75060000,10.415,28.569311,-81.228939,3,Bicyclist,1,Male,28,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No
-9051537.531,3324673.132,343,5/6/2018 12:20,12:20 PM,7: Sat,Orange,75000000,0,28.598735,-81.311342,1,Pedestrian,1,Male,41,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-9063218.099,3320998.938,344,5/25/2018 22:15,10:15 PM,5: Thr,Orange,75251000,1.479,28.5697521,-81.4162703,1,Pedestrian,1,Male,60,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9192165.7,3185192.799,345,7/23/2018 20:34,8:34 PM,1: Sun,Manatee,13010000,7.388,27.4929235,-82.574626,3,Bicyclist,1,Male,34,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9072439.06,3583535.833,346,6/19/2018 18:10,6:10 PM,2: Mon,Nassau,74060000,6.302,30.6202973,-81.4991035,1,Pedestrian,2,Female,59,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",2,Dart/dash,1,No
-9069488.691,3540552.368,347,6/23/2018 22:45,10:45 PM,6: Fri,Duval,72190000,9.981,30.2874422,-81.4725999,1,Pedestrian,1,Male,37,4,Serious (Incapacitating),5,Travel lane (other location),4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),2,Dart/dash,1,No
-9052581.602,3478278.263,348,6/26/2018 21:50,9:50 PM,2: Mon,St Johns,78010000,10.667,29.8031961,-81.320721,1,Pedestrian,1,Male,40,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),77,Other,88,Unknown
-9069006.914,3288748.567,349,4/24/2018 9:15,9:15 AM,2: Mon,Osceola,92090000,11.011,28.3150115,-81.4682721,1,Pedestrian,1,Male,36,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,88,Unknown,88,Unknown
-8940991.981,2965548.906,350,7/29/2018 14:41,2:41 PM,7: Sat,Miami-Dade,87260000,3.655,25.7289463,-80.3182948,1,Pedestrian,1,Male,55,5,Fatal,7,Shoulder/roadside,7,Adjacent to roadway (shoulder median),6,"Disabled vehicle related (working on, pushing, leaving/approaching)",88,Unknown
-8940991.981,2965548.906,351,7/29/2018 14:41,2:41 PM,7: Sat,Miami-Dade,87260000,3.655,25.7289463,-80.3182948,1,Pedestrian,1,Male,58,4,Serious (Incapacitating),7,Shoulder/roadside,7,Adjacent to roadway (shoulder median),6,"Disabled vehicle related (working on, pushing, leaving/approaching)",88,Unknown
-9149086.828,3287418.377,352,5/19/2018 3:33,3:33 AM,6: Fri,Pasco,14050000,9.985,28.3044914,-82.187642,1,Pedestrian,2,Female,31,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),8,"Inattentive (talking, eating, etc)",2,Yes
-9183987.21,3190041.866,353,5/8/2018 10:20,10:20 AM,2: Mon,Manatee,13020000,4.649,27.5315573,-82.5011574,3,Bicyclist,2,Female,33,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,3,Failure to yield right-of-way,1,No
-9066105.016,3327311.178,354,5/7/2018 6:05,6:05 AM,1: Sun,Orange,75020000,5.591,28.6195396,-81.4422039,1,Pedestrian,1,Male,49,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9183114.194,3423326.96,355,9/19/2018 13:38,1:38 PM,3: Tue,Levy,34030000,17.959,29.3739353,-82.4933149,3,Bicyclist,1,Male,46,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-9599040.347,3549547.784,356,7/17/2018 11:29,11:29 AM,2: Mon,Walton,60000000,0,30.357195,-86.229642,3,Bicyclist,1,Male,66,4,Serious (Incapacitating),7,Shoulder/roadside,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),1,No improper action,1,No
-9072950.288,3351835.816,357,6/17/2018 22:42,10:42 PM,7: Sat,Lake,11130000,8.309,28.8127524,-81.503696,1,Pedestrian,1,Male,59,4,Serious (Incapacitating),9,Median/crossing island,6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No
-9072950.288,3351835.816,358,6/17/2018 22:42,10:42 PM,7: Sat,Lake,11130000,8.309,28.8127524,-81.503696,1,Pedestrian,2,Female,43,4,Serious (Incapacitating),9,Median/crossing island,6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No
-9117828.286,3350603.924,359,6/18/2018 0:20,12:20 AM,1: Sun,Lake,11002000,1.124,28.8030557,-81.9068418,1,Pedestrian,1,Male,56,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",77,Other,1,No
-9100637.144,3323886.519,360,6/30/2018 21:37,9:37 PM,6: Fri,Lake,11200000,18.012,28.5925307,-81.7524112,1,Pedestrian,2,Female,18,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-9212579.586,3229472.435,361,6/10/2018 18:25,6:25 PM,7: Sat,Pinellas,15000000,0,27.845206,-82.758007,3,Bicyclist,1,Male,26,4,Serious (Incapacitating),77,Other,77,Other,77,Other,1,No
-9212328.784,3248880.641,362,6/19/2018 11:25,11:25 AM,2: Mon,Pinellas,15000000,0,27.999256,-82.755754,3,Bicyclist,1,Male,17,4,Serious (Incapacitating),1,Intersection (marked crosswalk),6,"In roadway, other (working, playing, etc)",3,Failure to yield right-of-way,1,No
-9107437.951,3573306.46,363,6/10/2018 22:38,10:38 PM,7: Sat,Nassau,74030000,2.761,30.5411863,-81.8135038,1,Pedestrian,1,Male,26,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),5,"In roadway improperly (standing, lying, working, playing)",2,Yes
-9173292.006,3457805.486,364,7/17/2018 4:10,4:10 AM,2: Mon,Alachua,26260000,13.162,29.6434833,-82.4050807,1,Pedestrian,1,Male,23,5,Fatal,5,Travel lane (other location),88,Unknown,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-9204522.838,3293988.544,365,5/9/2018 9:36,9:36 AM,3: Tue,Pasco,14000000,0,28.356443,-82.685632,3,Bicyclist,1,Male,53,5,Fatal,7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),77,Other,88,Unknown
-9714674.058,3560357.439,366,4/21/2018 18:20,6:20 PM,6: Fri,Escambia,48000000,0,30.44095,-87.268397,1,Pedestrian,2,Female,8,4,Serious (Incapacitating),77,Other,10,None,1,No improper action,1,No
-9177563.821,3317369.358,367,8/5/2018 6:00,6:00 AM,7: Sat,Hernando,8040000,8.179,28.5411133,-82.4434551,1,Pedestrian,1,Male,63,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",3,Failure to yield right-of-way,88,Unknown
-9050778.087,3325483.361,368,5/24/2018 16:43,4:43 PM,4: Wed,Orange,75090000,3.125,28.6051252,-81.3045198,1,Pedestrian,2,Female,67,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-9504456.08,3600736.615,369,8/11/2018 5:05,5:05 AM,6: Fri,Jackson,53002000,3.172,30.7531776,-85.3799773,1,Pedestrian,2,Female,24,5,Fatal,7,Shoulder/roadside,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),6,"Disabled vehicle related (working on, pushing, leaving/approaching)",1,No
-9504456.08,3600736.615,370,8/11/2018 5:05,5:05 AM,6: Fri,Jackson,53002000,3.172,30.7531776,-85.3799773,1,Pedestrian,2,Female,33,5,Fatal,7,Shoulder/roadside,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),6,"Disabled vehicle related (working on, pushing, leaving/approaching)",1,No
-9217757.957,3509743.97,371,7/22/2018 1:10,1:10 AM,7: Sat,Suwannee,37080000,9.833,30.0481707,-82.804525,1,Pedestrian,1,Male,26,5,Fatal,5,Travel lane (other location),88,Unknown,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-9718706.262,3557766.897,372,5/12/2018 14:29,2:29 PM,6: Fri,Escambia,48110000,8.746,30.4208846,-87.3046189,3,Bicyclist,1,Male,51,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),4,"Failure to obey traffic signs, signals, officer",1,No
-9526646.491,3588331.476,373,10/24/2018 18:40,6:40 PM,3: Tue,Washington,61080000,17.28,30.6573633,-85.5793171,1,Pedestrian,1,Male,52,5,Fatal,12,Non-trafficway area,10,None,1,No improper action,1,No
-9526646.491,3588331.476,374,10/24/2018 18:40,6:40 PM,3: Tue,Washington,61080000,17.28,30.6573633,-85.5793171,2,"Other pedestrian (wheelchair, etc)",1,Male,22,5,Fatal,12,Non-trafficway area,10,None,1,No improper action,1,No
-9526646.491,3588331.476,375,10/24/2018 18:40,6:40 PM,3: Tue,Washington,61080000,17.28,30.6573633,-85.5793171,1,Pedestrian,1,Male,60,5,Fatal,12,Non-trafficway area,10,None,1,No improper action,1,No
-9189047.807,3184299.29,376,5/31/2018 6:55,6:55 AM,4: Wed,Manatee,13120001,2.335,27.4858032,-82.5466175,1,Pedestrian,1,Male,41,4,Serious (Incapacitating),7,Shoulder/roadside,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),1,No improper action,1,No
